Judg.13	367506	367653
Judg.14	367654	367748
Judg.15	367749	368125
Judg.16	368126	368394
Judg.17	368395	368622
Judg.18	368623	368916
Judg.19	368917	369092
Judg.20	369093	369212
Judg.21	369213	369692
Judg.22	369693	370181
Judg.23	370182	370247
Judg.24	370248	370312
Judg.25	370313	370860
Judg.26	370861	370949
Judg.27	370950	371454
Judg.28	371455	371580
Judg.29	371581	371748
Judg.30	371749	371793
Judg.31	371794	371849
Judg.32	371850	372012
Judg.33	372013	372139
Judg.34	372140	372185
Judg.35	372186	372263
Judg.36	372264	372455
Judg.37	372456	372916
Judg.38	372917	372993
Judg.39	372994	373037
Judg.40	373038	373464
Judg.41	373465	373515
Judg.42	373516	373546
Judg.43	373547	373603
Judg.44	373604	373625
Judg.45	373626	373810
Judg.46	373811	374245
Judg.47	374246	374359
Judg.48	374360	374782
Judg.49	374783	375306
Judg.50	375307	375411
Judg.51	375412	375924
Judg.52	375925	376217
Judg.53	376218	376375
Judg.54	376376	376732
Judg.55	376733	377473
Judg.56	377474	378377
Judg.57	378378	378432
Judg.58	378433	378633
Judg.59	378634	378768
Judg.60	378769	378837
Judg.61	378838	378943
Judg.62	378944	379106
Judg.63	379107	379257
Judg.64	379258	379619
Judg.65	379620	379704
Lam.1	379705	380784
Lam.2	380785	381364
Lam.3	381365	381966
Lam.4	381967	382363
Lam.5	382364	382537
Lev.1	382538	382909
Lev.2	382910	383334
Lev.3	383335	383479
Lev.4	383480	383628
Lev.5	383629	383762
Lev.6	383763	384091
Lev.7	384092	384311
Lev.8	384312	384432
Lev.9	384433	384562
Lev.10	384563	384672
Lev.11	384673	385118
Lev.12	385119	385188
Lev.13	385189	385363
Lev.14	385364	385631
Lev.15	385632	385715
Lev.16	385716	385850
Lev.17	385851	386046
Lev.18	386047	386308
Lev.19	386309	386409
Lev.20	386410	386651
Lev.21	386652	388419
Lev.22	388420	388495
Lev.23	388496	388752
Lev.24	388753	389772
Lev.25	389773	389959
Lev.26	389960	390194
Lev.27	390195	390376
Lev.28	390377	390639
Lev.29	390640	391451
Lev.30	391452	392329
Lev.31	392330	393311
Lev.32	393312	393475
Lev.33	393476	393695
Lev.34	393696	394649
Lev.35	394650	395083
Lev.36	395084	395608
Lev.37	395609	395936
Lev.38	395937	396013
Lev.39	396014	396180
Lev.40	396181	396276
Lev.41	396277	396932
Lev.42	396933	397219
Lev.43	397220	397390
Lev.44	397391	397744
Lev.45	397745	397955
Lev.46	397956	398078
Lev.47	398079	398135
Lev.48	398136	398220
Lev.49	398221	398737
Lev.50	398738	399005
Lev.51	399006	399075
Lev.52	399076	399246
Lev.53	399247	399444
Lev.54	399445	400787
Lev.55	400788	401499
Mal.1	401500	402812
Mal.2	402813	402878
Mal.3	402879	403518
Mic.1	403519	403939
Mic.2	403940	404160
Mic.3	404161	404248
Mic.4	404249	404432
Mic.5	404433	404579
Mic.6	404580	404626
Mic.7	404627	404987
Mic.8	404988	405243
Mic.9	405244	405379
Nah.1	405380	405975
Neh.1	405976	406907
Neh.2	406908	407188
Neh.3	407189	407452
Neh.4	407453	408279
Neh.5	408280	408368
Neh.6	408369	408434
Neh.7	408435	408648
Neh.8	408649	409424
Neh.9	409425	409769
Neh.10	409770	409812
Neh.11	409813	410058
Neh.12	410059	410409
Neh.13	410410	410447
Neh.14	410448	410644
Neh.15	410645	410875
Neh.16	410876	411080
Neh.17	411081	411437
Neh.18	411438	411552
Neh.19	411553	411619
Neh.20	411620	412661
Neh.21	412662	413293
Neh.22	413294	413464
Neh.23	413465	413657
Neh.24	413658	413705
Neh.25	413706	413915
Neh.26	413916	413972
Neh.27	413973	414141
Neh.28	414142	414232
Neh.29	414233	414749
Neh.30	414750	414986
Neh.31	414987	415089
Neh.32	415090	415245
Neh.33	415246	415370
Num.1	415371	415836
Num.2	415837	415880
Num.3	415881	415921
Num.4	415922	415958
Num.5	415959	415993
Num.6	415994	416028
Num.7	416029	416063
Num.8	416064	416099
Num.9	416100	416133
Num.10	416134	416168
Num.11	416169	416203
Num.12	416204	416238
Num.13	416239	416272
Num.14	416273	416350
Num.15	416351	416509
Num.16	416510	416994
Num.17	416995	417152
Num.18	417153	417268
Num.19	417269	417908
Num.20	417909	418064
Num.21	418065	418571
Num.22	418572	418762
Num.23	418763	419181
Num.24	419182	419267
Num.25	419268	419398
Num.26	419399	419951
Num.27	419952	420449
Num.28	420450	420518
Num.29	420519	420876
Num.30	420877	420973
Num.31	420974	421068
Num.32	421069	421162
Num.33	421163	421256
Num.34	421257	421351
Num.35	421352	421446
Num.36	421447	421543
Num.37	421544	421638
Num.38	421639	421732
Num.39	421733	421828
Num.40	421829	421924
Num.41	421925	422099
Num.42	422100	422183
Num.43	422184	422684
Num.44	422685	422874
Num.45	422875	423032
Num.46	423033	423273
Num.47	423274	423455
Num.48	423456	424265
Num.49	424266	424477
Num.50	424478	424807
Num.51	424808	425058
Num.52	425059	425119
Num.53	425120	426004
Num.54	426005	426363
Num.55	426364	426817
Num.56	426818	427116
Num.57	427117	427445
Num.58	427446	427550
Num.59	427551	427655
Num.60	427656	428110
Num.61	428111	428164
Num.62	428165	428464
Num.63	428465	428664
Num.64	428665	428827
Num.65	428828	429756
Num.66	429757	429936
Num.67	429937	430525
Num.68	430526	430674
Num.69	430675	431036
Num.70	431037	431297
Num.71	431298	431658
Num.72	431659	434078
Num.73	434079	434276
Num.74	434277	434400
